Songs & Artist,Streams,Daily,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,trend_alignment
Kali Uchis - After The Storm,"93,67,53,386 ","4,79,718 ",,,,,,,,,,,,,,,,,,,,,
Mark Ambor - Belong Together,"93,62,23,122 ","4,96,561 ",,,,,,,,,,,,,,,,,,,,,
Aventura - VolvÃ­,"93,54,30,717 ","2,52,413 ",2vmfvSoZBFAt9hhRoEByLi,Aventura;Bad Bunny,Volví,Volví,83.0,230125.0,True,0.725,0.86,1.0,-3.726,1.0,0.182,0.422,0.000284,0.0674,0.791,175.896,4.0,latino,0.3289180871796541
Marshmello - El Merengue,"93,49,52,967 ","5,13,034 ",,,,,,,,,,,,,,,,,,,,,
Eminem - River,"93,48,78,846 ","1,55,065 ",3mRLHiSHYtC8Hk7bzZdUs1,Bishop Briggs,Church Of Scars,River,75.0,216133.0,False,0.733,0.477,2.0,-6.737,0.0,0.0687,0.302,2.97e-06,0.0579,0.545,62.507,4.0,rock,0.3142733379865678
Romeo Santos - Eres MÃ­a,"93,43,34,350 ","6,47,845 ",,,,,,,,,,,,,,,,,,,,,
One Direction - 18,"93,43,10,843 ","4,01,577 ",21hbZ0yllYOoXEbiFDYMSI,Anarbor,Burnout (Deluxe Version),18,66.0,157360.0,False,0.724,0.854,11.0,-2.779,1.0,0.0997,0.0603,0.0,0.0805,0.88,98.056,4.0,emo,0.6354042770808713
Declan McKenna - Brazil,"93,40,91,207 ","5,35,445 ",4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,What Do You Think About the Car?,Brazil,80.0,252306.0,False,0.687,0.617,4.0,-5.213,1.0,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,4.0,alt-rock,0.9670121621236958
Wisin - EscÃ¡pate Conmigo,"93,37,92,441 ","2,94,022 ",,,,,,,,,,,,,,,,,,,,,
Rauw Alejandro - El Efecto,"93,36,64,992 ","6,54,068 ",,,,,,,,,,,,,,,,,,,,,
"Kendrick Lamar - Bitch, Donât Kill My Vibe","93,34,66,886 ","2,88,812 ",,,,,,,,,,,,,,,,,,,,,
Mau y Ricky - Desconocidos,"93,28,41,722 ","1,30,430 ",,,,,,,,,,,,,,,,,,,,,
Cutting Crew - (I Just) Died In Your Arms,"93,21,65,099 ","6,27,088 ",4ByEFOBuLXpCqvO1kw8Wdm,Cutting Crew,Broadcast,(I Just) Died In Your Arms,77.0,280400.0,False,0.625,0.726,11.0,-11.402,0.0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,4.0,synth-pop,0.8773082924234968
DRAM - Broccoli,"93,21,28,568 ","1,35,683 ",,,,,,,,,,,,,,,,,,,,,
JHAYCO - CÃMO SE SIENTE,"93,20,17,543 ","4,78,671 ",,,,,,,,,,,,,,,,,,,,,
Zach Bryan - Heading South,"93,19,60,997 ","3,45,977 ",3qFSZXYoXpyjTvlG4jX9hJ,Zach Bryan,Single Saturday Night - Country Songs,Heading South,0.0,210304.0,True,0.617,0.378,4.0,-7.108,1.0,0.0662,0.808,2.33e-05,0.179,0.345,98.299,4.0,country,0.6428053291483274
Natalia Lafourcade - Hasta la RaÃ­z,"93,16,87,773 ","2,70,576 ",,,,,,,,,,,,,,,,,,,,,
Yot Club - YKWIM?,"93,04,89,771 ","2,67,107 ",2vWBUC9djv6BtiGlmKiQaH,Yot Club,Bipolar,YKWIM?,84.0,212750.0,False,0.372,0.537,9.0,-7.623,1.0,0.0305,0.937,0.873,0.287,0.228,123.735,3.0,indie-pop,0.9292989945248512
Mac DeMarco - Heart To Heart,"92,96,96,833 ","5,56,762 ",,,,,,,,,,,,,,,,,,,,,
Selena Gomez - Good For You,"92,86,51,420 ","3,02,898 ",5xdVqHtFS0eLuNp4Z8Wbpa,Selena Gomez;A$AP Rocky,Revival (Deluxe),Good For You,69.0,221280.0,False,0.607,0.673,5.0,-6.484,0.0,0.0611,0.181,0.0,0.069,0.215,88.952,4.0,dance,0.5333230875150414
TINI - MiÃ©nteme,"92,84,50,061 ","3,28,963 ",4rlYrov7VH5lsLQklkdoFt,Mariah Angeliq,Halloween 2022 Perreo Vol. 5,Miénteme,0.0,211693.0,False,0.696,0.82,8.0,-4.511,0.0,0.127,0.0712,0.0,0.132,0.43,100.064,4.0,latino,0.6644735452481028
Far East Movement - Like A G6,"92,77,84,306 ","3,68,269 ",5AyL2kgLtTWEu3qO3B9SqK,Far East Movement;The Cataracs;DEV,Free Wired,Like A G6,74.0,216893.0,False,0.435,0.837,3.0,-8.126,1.0,0.449,0.00676,0.0,0.117,0.778,124.913,4.0,edm,0.9088273705108934
MÃ¶tley CrÃ¼e - Kickstart My Heart,"92,75,26,631 ","4,90,306 ",65HA9FsYyA2xro9RzNlNmy,Mötley Crüe,Dr. Feelgood,Kickstart My Heart,36.0,282653.0,False,0.363,0.982,7.0,-3.621,0.0,0.3,0.00123,0.00218,0.284,0.275,179.23,4.0,metal,0.307689422837459
Cher - Believe,"92,70,98,876 ","4,94,845 ",4ZK6kJ2LllaXrbSG41uOtq,TEEMID,Believe,Believe,58.0,225880.0,False,0.627,0.52,10.0,-10.873,1.0,0.313,0.564,0.0254,0.0925,0.107,103.92,4.0,french,0.7119424507452068
Travie McCoy - Billionaire,"92,68,19,625 ","5,25,312 ",6d5CfH0P84foEd1fkmp7po,Glee Cast,"Glee: The Music, Volume 4",Billionaire,47.0,211440.0,False,0.791,0.721,6.0,-5.588,0.0,0.094,0.259,0.0,0.104,0.66,87.032,4.0,club,0.5130501765740569
Alan Walker - Alone,"92,63,63,284 ","2,65,108 ",54b8qPFqYqIndfdxiLApea,Heart,Bad Animals,Alone,75.0,218733.0,False,0.418,0.452,1.0,-13.099,1.0,0.0356,0.638,0.00026,0.0959,0.168,175.088,4.0,hard-rock,0.3323296223912753
The Beatles - Let It Be,"92,59,66,776 ","3,75,980 ",0l1JCo6HrRemmzvFfqudtv,Pritam;Shaan,Desi Boyz,Let It Be,44.0,253100.0,False,0.665,0.7,8.0,-6.781,1.0,0.0663,0.126,4.52e-06,0.116,0.861,172.0,4.0,indian,0.3561477315488507
3 Doors Down - Here Without You,"92,56,57,689 ","5,74,558 ",3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,Away From The Sun,Here Without You,76.0,238733.0,False,0.557,0.533,10.0,-6.817,0.0,0.0252,0.0492,0.0,0.205,0.233,143.994,4.0,alternative,0.6235535717217242
Sub Urban - Cradles,"92,49,60,256 ","2,92,913 ",47UFoOuvrkt4khE7c5aap6,Sub Urban,Cradles,Cradles,76.0,209829.0,False,0.537,0.586,6.0,-1.864,1.0,0.314,0.265,7.04e-05,0.175,0.624,79.056,4.0,indie-pop,0.4350904427168237
Anuel AA - Ella Quiere Beber,"92,48,92,289 ","2,17,672 ",,,,,,,,,,,,,,,,,,,,,
Muse - Supermassive Black Hole,"92,45,75,794 ","5,70,663 ",,,,,,,,,,,,,,,,,,,,,
Big Sean - I Don't Fuck With You,"92,40,52,399 ","2,17,356 ",16w3UiV1gf5EO8f261lOzd,Big Sean;E-40,Bad Boy Club,I Don't Fuck With You,0.0,284386.0,True,0.824,0.733,1.0,-5.474,1.0,0.0614,0.0362,0.0,0.325,0.395,97.971,4.0,hip-hop,0.6383027704209212
Kanye West - Violent Crimes,"92,39,22,920 ","4,22,015 ",,,,,,,,,,,,,,,,,,,,,
Stromae - Alors on danse,"92,38,08,699 ","4,79,158 ",,,,,,,,,,,,,,,,,,,,,
Jack Harlow - WHATS POPPIN,"92,37,50,187 ","1,41,618 ",,,,,,,,,,,,,,,,,,,,,
Kanye West - All Of The Lights,"92,35,04,903 ","4,81,930 ",,,,,,,,,,,,,,,,,,,,,
NewJeans - OMG,"92,30,40,721 ","3,47,296 ",,,,,,,,,,,,,,,,,,,,,
Lost Frequencies - Reality,"92,28,46,045 ","3,56,031 ",1Mys1gf9SkMBAVGGxpkJ7d,Lost Frequencies;Janieck,Less Is More,Reality,70.0,159480.0,False,0.714,0.697,1.0,-7.887,0.0,0.032,0.0197,2e-06,0.0697,0.602,122.145,4.0,house,0.9582105594537104
Cage The Elephant - Ain't No Rest For The Wicked,"92,10,72,817 ","2,89,802 ",3Pzh926pXggbMe2ZpXyMV7,Cage The Elephant,Cage The Elephant (Expanded Edition),Ain't No Rest for the Wicked,74.0,175493.0,False,0.636,0.849,0.0,-7.075,1.0,0.106,0.0438,0.0,0.372,0.917,156.036,4.0,punk-rock,0.490066454849784
Drake - Controlla,"92,09,38,237 ","2,14,200 ",1FlY15vdP570PJucy6JdYm,Idealism,rainy evening,Controlla,67.0,108000.0,False,0.788,0.446,6.0,-9.812,1.0,0.0693,0.545,0.694,0.273,0.545,80.009,4.0,chill,0.4448749929187017
Olivia Dean - Man I Need,"92,06,40,023 ","39,39,733 ",,,,,,,,,,,,,,,,,,,,,
Mac DeMarco - For the First Time,"92,05,34,461 ","5,47,471 ",,,,,,,,,,,,,,,,,,,,,
Zion & Lennox - Yo Voy,"92,02,63,029 ","5,28,304 ",4riu4aBQtqszCfyX2dbF7d,Zion & Lennox;Daddy Yankee,Motivando a la Yal Special Edition,Yo Voy,56.0,231840.0,False,0.793,0.747,7.0,-4.854,0.0,0.165,0.0694,0.0,0.0828,0.57,95.036,4.0,latino,0.6015167584647909
The Rolling Stones - (I Can't Get No) Satisfaction,"91,86,43,912 ","2,20,155 ",,,,,,,,,,,,,,,,,,,,,
Sam Smith - Fire On Fire,"91,80,95,208 ","3,36,732 ",7t3Xdbufg7q2onVsR8RBdY,Sam Smith,Love Goes,Fire On Fire,78.0,246735.0,False,0.584,0.408,1.0,-7.356,0.0,0.0461,0.476,0.0,0.18,0.333,115.129,4.0,dance,0.899313703075871
Tainy - Adicto,"91,72,93,075 ","3,78,208 ",7rDQqna9nGhRGJWsF4Vc5p,Banda Cuisillos,Mas Allá De La Nada,Adicto,45.0,184087.0,False,0.525,0.58,7.0,-6.015,1.0,0.0301,0.386,0.0,0.0889,0.29,79.07,4.0,r-n-b,0.4376382362795348
Jason Derulo - Talk Dirty,"91,70,87,109 ","2,79,633 ",,,,,,,,,,,,,,,,,,,,,
21 Savage - Runnin,"91,61,74,596 ","2,90,687 ",0XgpiStoxq1IJncYlPrvZ5,The Pharcyde,Labcabincalifornia (Deluxe Edition),Runnin',64.0,296266.0,True,0.754,0.785,10.0,-8.178,0.0,0.18,0.0287,0.00144,0.319,0.821,94.123,4.0,hardcore,0.5909353021781208
Linkin Park - Crawling,"91,51,08,110 ","6,06,126 ",57BrRMwf9LrcmuOsyGilwr,Linkin Park,Hybrid Theory (Bonus Edition),Crawling,76.0,208960.0,False,0.58,0.702,4.0,-5.565,1.0,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,4.0,grunge,0.7355745370170287
Arctic Monkeys - No. 1 Party Anthem,"91,49,13,297 ","9,39,214 ",5TTGoX70AFrTvuEtqHK37S,Arctic Monkeys,AM,No. 1 Party Anthem,71.0,243131.0,False,0.505,0.698,0.0,-5.563,1.0,0.0297,0.33,0.0887,0.0966,0.599,115.013,4.0,garage,0.8959296396706592
Neil Diamond - Sweet Caroline,"91,33,73,301 ","2,88,911 ",62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,Sweet Caroline,Sweet Caroline,78.0,203573.0,False,0.529,0.127,11.0,-16.066,1.0,0.0274,0.611,0.000109,0.237,0.578,63.05,4.0,singer-songwriter,0.3129090506739787
Central Cee - Doja,"91,27,75,383 ","3,29,260 ",,,,,,,,,,,,,,,,,,,,,
Alejandro FernÃ¡ndez - Me DediquÃ© a Perderte,"91,24,94,116 ","3,97,144 ",1Ghb6uHFIIlDBjzKQJlv0I,Alejandro Fernández,Éxitos del Pop en Español de los Años 2000,Me Dediqué a Perderte,0.0,232466.0,False,0.578,0.471,8.0,-8.182,1.0,0.0615,0.498,1.49e-06,0.1,0.54,147.611,4.0,latin,0.5795906604526669
Doja Cat - Agora Hills,"91,15,30,661 ","5,71,035 ",,,,,,,,,,,,,,,,,,,,,
Bad Bunny - Party,"91,09,17,744 ","4,86,285 ",4tYFy8ALRjIZvnvSLw5lxN,Bad Bunny;Rauw Alejandro,Un Verano Sin Ti,Party,90.0,227628.0,False,0.829,0.799,9.0,-5.389,1.0,0.0897,0.0151,0.000543,0.242,0.471,97.013,4.0,reggaeton,0.6261514932229094
Billie Eilish - wish you were gay,"91,03,73,881 ","1,60,143 ",3Fj47GNK2kUF0uaEDgXLaD,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",wish you were gay,77.0,221543.0,False,0.853,0.351,7.0,-10.198,1.0,0.241,0.39,9.38e-06,0.752,0.282,118.028,4.0,electro,0.9181095719599508
The Notorious B.I.G. - Juicy,"90,96,18,238 ","2,57,023 ",2AP7m2dBb8ULTx4Gc1rdMc,The Notorious B.I.G.,Greatest Hits,Juicy,62.0,285760.0,False,0.887,0.767,9.0,-4.311,1.0,0.295,0.38,0.0,0.0527,0.607,97.437,4.0,hardcore,0.6303525209927513
Petit Biscuit - Sunset Lover,"90,94,92,818 ","1,06,685 ",,,,,,,,,,,,,,,,,,,,,
Mike Posner - Cooler Than Me,"90,93,52,880 ","5,43,645 ",525GY0mXYnxajolwgS8Eaz,Lucky Luke,Cooler Than Me,Cooler Than Me,71.0,179760.0,True,0.889,0.716,7.0,-6.146,1.0,0.0708,0.0595,0.0409,0.168,0.296,128.022,4.0,electro,0.8577506693608501
Travis Scott - I KNOW ?,"90,91,43,824 ","3,56,989 ",0uhYgQQ6WX9rCONnum7Fmw,Fiona Apple,When The Pawn...,I Know,59.0,295133.0,False,0.324,0.211,0.0,-14.223,1.0,0.0287,0.944,0.0031,0.118,0.199,146.367,3.0,piano,0.5819906630005394
Linkin Park - Bleed It Out,"90,91,40,845 ","6,30,043 ",78gsvivelCP8Kh0tSRTy8D,Linkin Park,Minutes to Midnight,Bleed It Out,58.0,164760.0,True,0.542,0.932,4.0,-4.896,1.0,0.05,0.0747,0.0,0.613,0.698,140.135,4.0,alternative,0.6723859341879208
Tom Petty - Free Fallin',"90,91,37,400 ","3,07,181 ",5tVA6TkbaAH9QMITTQRrNv,Tom Petty,Full Moon Fever,Free Fallin',77.0,256000.0,False,0.623,0.449,5.0,-13.333,1.0,0.0253,0.212,0.0,0.0613,0.572,84.383,4.0,songwriter,0.4809294991974314
Lana Del Rey - Doin' Time,"90,91,36,832 ","3,43,544 ",3TmDnZuy3pHQbFJG5fRu2a,Lana Del Rey,Frühstücksmusik Herbst/Winter 2022/2023,Doin' Time,0.0,202192.0,True,0.641,0.559,7.0,-11.132,0.0,0.0355,0.404,0.00402,0.0937,0.523,144.982,4.0,pop,0.6065907581275498
Rae Sremmurd - This Could Be Us,"90,84,85,682 ","2,91,853 ",45PEs9rgK7Q4gcxwOsPM4o,Virtual Riot;Modestep;FRANK ZUMMO,This Could Be Us,This Could Be Us,45.0,308400.0,False,0.526,0.896,3.0,-3.598,0.0,0.0455,0.000459,0.00102,0.119,0.424,150.075,4.0,dubstep,0.5503562173373244
Luke Combs - Hurricane,"90,83,59,582 ","3,66,483 ",2GFwwTIVLjnOrtP7m9luHC,I Prevail,TRAUMA,Hurricane,68.0,223173.0,True,0.389,0.885,6.0,-5.063,0.0,0.0551,0.000372,0.000311,0.202,0.187,164.989,4.0,metalcore,0.4094951321210871
DMX - X Gon' Give It To Ya,"90,81,71,037 ","3,27,886 ",1zzxoZVylsna2BQB65Ppcb,DMX,The Definition Of X: Pick Of The Litter,X Gon' Give It To Ya,74.0,217586.0,True,0.761,0.899,10.0,-3.09,0.0,0.183,0.0135,0.0,0.0719,0.673,95.027,4.0,hardcore,0.5991101119800524
System Of A Down - Aerials,"90,80,08,263 ","7,08,218 ",4e9eGQYsOiBcftrWXwsVco,System Of A Down,Toxicity,Aerials,77.0,235053.0,False,0.364,0.922,0.0,-4.217,0.0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4.0,alternative,0.4393909825358668
Imagine Dragons - It's Time,"90,70,63,499 ","3,77,787 ",7MXlTgQeo3IVlMpLnZuhxc,Imagine Dragons,Night Visions,It's Time,72.0,240306.0,False,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.144,0.86,105.009,4.0,rock,0.7333770022990133
Thirty Seconds To Mars - The Kill (Bury Me),"90,70,40,037 ","6,00,548 ",1p1nO35bbi4ZlQgjIA4oa4,Thirty Seconds To Mars,A Beautiful Lie,The Kill (Bury Me),63.0,231533.0,False,0.179,0.912,4.0,-3.881,0.0,0.0791,0.0014,0.000294,0.582,0.289,182.99,3.0,grunge,0.2854903897975538
J. Cole - Power Trip,"90,61,48,443 ","5,48,979 ",,,,,,,,,,,,,,,,,,,,,
Taylor Swift - Getaway Car,"90,54,67,661 ","3,16,432 ",,,,,,,,,,,,,,,,,,,,,
Kendrick Lamar - m.A.A.d city,"90,54,47,832 ","2,24,635 ",,,,,,,,,,,,,,,,,,,,,
Lil Baby - Pure Cocaine,"90,48,39,859 ","3,76,698 ",,,,,,,,,,,,,,,,,,,,,
Ghost - Mary On A Cross,"90,43,81,673 ","4,31,452 ",2HZLXBOnaSRhXStMLrq9fD,Ghost,Seven Inches Of Satanic Panic,Mary On A Cross,88.0,244804.0,False,0.466,0.9,11.0,-4.469,1.0,0.0447,0.000235,0.00104,0.103,0.561,130.02,4.0,hard-rock,0.8202931539761544
Pitbull - Hotel Room Service,"90,42,92,710 ","6,46,633 ",,,,,,,,,,,,,,,,,,,,,
Redbone - Come and Get Your Love,"90,27,29,559 ","3,69,672 ",,,,,,,,,,,,,,,,,,,,,
Mariah Carey - We Belong Together,"90,20,31,980 ","4,31,509 ",7caj6X6NMX3tlhWnu1du6V,Ritchie Valens,Ritchie Valens,We Belong Together,69.0,116626.0,False,0.684,0.247,5.0,-13.71,1.0,0.0281,0.872,0.000166,0.113,0.768,106.522,3.0,rock-n-roll,0.732788438381293
Zac Brown Band - Chicken Fried,"90,18,85,980 ","3,12,111 ",,,,,,,,,,,,,,,,,,,,,
Miley Cyrus - Malibu,"90,18,21,247 ","1,54,974 ",5XPo15e5ICs6NvSMn44pTF,Virginia To Vegas;NOTD,Malibu,Malibu,68.0,148822.0,True,0.657,0.653,9.0,-8.525,1.0,0.0258,0.0568,0.000142,0.321,0.624,111.974,4.0,house,0.8419263410038554
Dolly Parton - Jolene,"90,14,23,538 ","3,43,096 ",2SpEHTbUuebeLkgs9QB7Ue,Dolly Parton,Jolene,Jolene,73.0,161533.0,False,0.674,0.537,1.0,-10.971,0.0,0.0363,0.566,0.0,0.131,0.809,110.578,4.0,country,0.8073975946608863
StaySolidRocky - Party Girl,"90,13,26,965 ","1,73,374 ",6350t5ExUoKr7hxFQygFtG,Busy Signal,Party Girl,Party Girl,45.0,190000.0,False,0.832,0.717,8.0,-5.349,1.0,0.0904,0.0214,0.0,0.0336,0.732,102.032,4.0,dancehall,0.6920562839405354
David Guetta - 2U,"90,11,51,107 ","1,34,159 ",,,,,,,,,,,,,,,,,,,,,
Mora - Volando,"90,07,51,364 ","3,94,171 ",,,,,,,,,,,,,,,,,,,,,
Michael BublÃ© - Holly Jolly Christmas,"90,05,44,001 ","9,768 ",5P7RUK1ibNNyuaGoXgs4W6,Michael Bublé,Holly Jolly Christmas,Holly Jolly Christmas,2.0,119786.0,False,0.649,0.466,7.0,-8.308,1.0,0.0428,0.865,0.0,0.0882,0.699,151.251,4.0,jazz,0.5388157707661151
Limp Bizkit - Rollin' (Air Raid Vehicle),"89,94,37,129 ","7,17,815 ",3IV4swNduIRunHREK80owz,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Rollin' (Air Raid Vehicle),76.0,213760.0,True,0.603,0.933,1.0,-3.358,1.0,0.171,0.00591,0.0,0.206,0.709,96.306,4.0,funk,0.6149372341460633
Anuel AA - Hasta Que Dios Diga,"89,84,39,920 ","5,03,464 ",,,,,,,,,,,,,,,,,,,,,
Stealers Wheel - Stuck In The Middle With You,"89,81,29,166 ","2,99,574 ",3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,Stealers Wheel,Stuck In The Middle With You,78.0,208946.0,False,0.82,0.575,7.0,-9.144,1.0,0.0408,0.0936,0.000135,0.109,0.964,123.765,4.0,folk,0.9194619767232632
Lana Del Rey - Diet Mountain Dew,"89,81,25,322 ","5,07,000 ",,,,,,,,,,,,,,,,,,,,,
50 Cent - Just A Lil Bit,"89,80,26,408 ","6,98,672 ",7L6qd9NzxXJxYzFktEWVo7,Frey,"Good Vibes Only Club, Vol. 2",Just a Lil Bit,0.0,307625.0,False,0.857,0.793,10.0,-4.19,0.0,0.0897,0.000793,0.897,0.0457,0.949,119.99,4.0,groove,0.9462937339327
Miley Cyrus - Prisoner,"89,79,47,333 ","1,42,817 ",14YkNhtwblvxRzsx47gyKC,Raphael Lake;Aaron Levy;Daniel Ryan Murphy,Indie Soul 2,Prisoner,60.0,205714.0,False,0.615,0.423,7.0,-10.157,1.0,0.0368,0.0542,0.0,0.106,0.254,70.017,4.0,blues,0.3643439118156548
NewJeans - Ditto,"89,70,15,316 ","4,20,043 ",3MrZcAFdNmtPVbob9QYvs4,Aries,"BELIEVE IN ME, WHO BELIEVES IN YOU",DITTO,54.0,150322.0,True,0.645,0.579,4.0,-9.137,1.0,0.1,0.524,1.78e-05,0.161,0.525,92.977,4.0,sad,0.576806751632749
Tame Impala - Let It Happen,"89,60,94,011 ","8,13,376 ",,,,,,,,,,,,,,,,,,,,,
21 Savage - ball w/o you,"89,60,91,313 ","2,19,397 ",,,,,,,,,,,,,,,,,,,,,
Jin - Donât Say You Love Me,"89,35,65,199 ","12,50,641 ",,,,,,,,,,,,,,,,,,,,,
Queen - We Are The Champions,"89,31,49,509 ","2,66,778 ",694Ys0sCmFqrAT3OQYwlZN,Sweet Little Band,Queen For Babies,We Are The Champions,29.0,189599.0,False,0.263,0.258,7.0,-12.713,0.0,0.0386,0.906,0.0974,0.157,0.356,178.6,3.0,children,0.3101583071620611
Bad Bunny - VOY A LLeVARTE PA PR,"89,29,31,322 ","16,40,029 ",,,,,,,,,,,,,,,,,,,,,
Ricky Montgomery - Line Without a Hook,"89,28,12,807 ","4,40,034 ",5NvOZCjZaGGGL597exlQWv,Ricky Montgomery,Montgomery Ricky,Line Without a Hook,82.0,249586.0,False,0.432,0.652,8.0,-4.969,1.0,0.0285,0.262,0.0,0.258,0.507,190.028,3.0,indie,0.2482333020755973
Milo j - Rara Vez,"89,27,05,126 ","6,12,427 ",,,,,,,,,,,,,,,,,,,,,
Oscar Maydon - Tu Boda,"89,21,46,417 ","7,96,606 ",,,,,,,,,,,,,,,,,,,,,
Pitbull - Fireball,"89,18,62,079 ","6,53,309 ",43qIVkhox6QU979YJHCW3E,B'z,SURVIVE,FIREBALL,36.0,252502.0,False,0.466,0.926,7.0,-4.457,1.0,0.114,0.194,0.0,0.0837,0.509,98.049,4.0,j-pop,0.6382878675063318
Lynyrd Skynyrd - Free Bird,"89,17,65,550 ","4,25,142 ",5EWPGh7jbTNO2wakv8LjUI,Lynyrd Skynyrd,Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,77.0,547106.0,False,0.249,0.834,0.0,-8.21,1.0,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4.0,blues,0.9480964563133502
Travis Scott - Goosebumps,"89,16,78,217 ","1,64,076 ",6gBFPUFcJLzWGx4lenP6h2,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,84.0,243836.0,True,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,4.0,house,0.814887350938373
ArcÃ¡ngel - La Jumpa,"89,15,64,174 ","2,73,764 ",,,,,,,,,,,,,,,,,,,,,
Morgan Wallen - Chasin' You,"89,13,13,115 ","4,74,471 ",,,,,,,,,,,,,,,,,,,,,
Alan Walker - On My Way,"89,05,18,224 ","3,87,362 ",4n7jnSxVLd8QioibtTDBDq,Alan Walker;Sabrina Carpenter;Farruko,On My Way,On My Way,74.0,193797.0,True,0.509,0.689,1.0,-4.929,0.0,0.102,0.0209,0.0,0.301,0.297,170.087,4.0,electro,0.3698021620298682
Rixton - Me And My Broken Heart,"89,04,26,877 ","1,87,587 ",1oew3nFNY3vMacJAsvry0S,Rixton,Let The Road,Me And My Broken Heart,79.0,193733.0,False,0.545,0.783,5.0,-4.261,0.0,0.0345,0.00489,0.0,0.132,0.551,174.084,4.0,rock,0.3412303727931443
T-Pain - Buy U a Drank (Shawty Snappin'),"89,00,86,036 ","2,70,028 ",,,,,,,,,,,,,,,,,,,,,
Anuel AA - Secreto,"89,00,53,453 ","2,21,730 ",5W83ErFkO3aKAIS1WMi6u0,Anuel AA;KAROL G,Secreto,Secreto,75.0,258800.0,False,0.807,0.803,11.0,-4.156,1.0,0.126,0.602,0.00853,0.136,0.706,91.987,4.0,latino,0.5653722643836788
Teddy Swims - The Door,"88,99,93,035 ","9,17,326 ",2R5j17Th87vImCG2YEQY6p,Space 92,The Door,The Door,54.0,378184.0,False,0.776,0.958,11.0,-4.141,0.0,0.0625,0.00271,0.915,0.0645,0.143,131.008,4.0,techno,0.8027796483309589
Bad Bunny - Yo Perreo Sola,"88,96,28,925 ","5,74,682 ",0SqqAgdovOE24BzxIClpjw,Bad Bunny,YHLQMDLG,Yo Perreo Sola,79.0,172127.0,False,0.86,0.758,11.0,-5.16,1.0,0.0695,0.021,6.54e-05,0.344,0.453,97.014,4.0,latino,0.6259795355364582
Maroon 5 - Cold,"88,93,35,349 ","4,48,017 ",6ZxrUCaynLgKSUudACOTwj,Crossfade,Crossfade,Cold,70.0,194226.0,False,0.451,0.815,2.0,-5.55,0.0,0.0368,6.06e-05,0.0,0.27,0.618,147.974,4.0,grunge,0.5755673059446015
Dalex - Hola,"88,92,16,332 ","3,29,309 ",0SawScuD13ugQMZwI2IKcR,Serhat Durmus,Hola - EP,Hola,39.0,191058.0,False,0.572,0.617,2.0,-6.15,1.0,0.0364,0.0723,0.589,0.101,0.0394,147.259,4.0,turkish,0.5839810803475853
Justin Bieber - Yummy,"88,87,84,555 ","1,34,115 ",7eLvCsLfaeSHeezjOwJ96E,Justin Bieber,pov: it's 2020,Yummy,0.0,208520.0,False,0.677,0.506,9.0,-6.652,0.0,0.0964,0.345,0.0,0.118,0.497,145.843,4.0,pop,0.600938712265756
Hombres G - DevuÃ©lveme a mi chica,"88,87,18,079 ","4,26,910 ",1Wrzhfa5bNlqvsnCztz190,Hombres G,Hombres G (Edición 30 Aniversario),Devuélveme a mi chica,78.0,194866.0,False,0.603,0.843,9.0,-7.597,0.0,0.0557,0.0031,0.0337,0.445,0.503,172.676,4.0,spanish,0.351312949259894
Eagles - Take It Easy,"88,84,63,913 ","3,84,987 ",5UYYKTnYTvNqLWMJtw6O6Q,Travis Tritt,Country Car Hits,Take It Easy,0.0,213706.0,False,0.633,0.876,7.0,-5.21,1.0,0.0276,0.0116,0.0,0.0537,0.738,140.971,4.0,country,0.6616748715444986
21 Savage - Glock In My Lap,"88,80,85,198 ","1,98,333 ",,,,,,,,,,,,,,,,,,,,,
Bruno Mars - Count on Me,"88,74,58,553 ","5,72,566 ",5q5LldPViFjfwb0UkIrLkC,Hogland;Charlie South,Holy,Count On Me,49.0,206500.0,False,0.396,0.852,0.0,-6.262,1.0,0.243,0.177,0.0,0.0776,0.374,189.64,4.0,deep-house,0.2502660767425386
P!nk - Raise Your Glass,"88,73,92,945 ","2,27,622 ",,,,,,,,,,,,,,,,,,,,,
